Borough Name,BIN Number,Permit Expiration Date,Permit Issuance Date,Permit Number,Permit Type,Permit Status,Job Number,Job Type,Horizontal Enlargement Flag,Vertical Enlargement Flag,Current Job Status Description,Total Construction Floor Area,Proposed Dwelling Units,Proposed Stories,Estimated Job Cost,Job Location Street Name,Block,Lot,Community Board,Applicant Business Name,Latitude Point,Longitude Point
QUEENS,4268151,3/28/2022,10/29/2021,Q00547799-I1-ST,,Signed-off,Q00547799-I1,Alteration CO,,Yes,Permit Entire,2626.0,2,2,237020.0,170-43 118 ROAD  QUEENS,12371,340,412,RASHBI DEVELOPMENT INC,40.68584,-73.77471
QUEENS,4270070,5/6/2022,9/27/2021,Q00485227-I1-GC-CX,,Permit Issued,Q00485227-I1,Alteration CO,Yes,Yes,Permit Entire,3494.74,2,2,290788.0,172-37 125 AVENUE  QUEENS,12515,137,412,HAYDEN BROWN CONS CORP,40.6819,-73.77093
QUEENS,4270121,10/14/2022,10/14/2021,Q00576021-S1-FN,,Permit Issued,Q00576021-S1,Alteration CO,Yes,Yes,Permit Entire,2969.8,2,2,3000.0,172-25 127 AVENUE  QUEENS,12518,62,412,NYC BUILDING SOLUTIONS CO,40.68074,-73.77069
QUEENS,4270172,9/17/2022,9/24/2021,Q00509930-I1-GC-CX,,Permit Issued,Q00509930-I1,Alteration CO,Yes,Yes,Permit Entire,2709.88,2,2,185665.0,174-41 126 AVENUE  QUEENS,12521,40,412,J&J DESIGNS INC,40.68171,-73.76834
QUEENS,4270634,3/28/2022,6/21/2021,Q00478596-I1-GC-CX,,Permit Issued,Q00478596-I1,Alteration CO,Yes,,Permit Entire,2881.0,2,2,265650.0,175-19 137 AVENUE  QUEENS,12570,1,412,RASHBI DEVELOPMENT INC,40.67364,-73.76548
QUEENS,4270658,3/28/2022,10/15/2021,Q00600581-I1-GC-CX,,Permit Issued,Q00600581-I1,Alteration CO,Yes,,Permit Entire,2302.0,2,2,209360.0,134-56 176 STREET  QUEENS,12570,39,412,RASHBI DEVELOPMENT INC,40.67388,-73.76569
QUEENS,4272493,9/17/2022,12/23/2021,Q00639741-I1-GC-CX,,Permit Issued,Q00639741-I1,Alteration CO,Yes,No,Permit Entire,2937.0,2,2,280780.0,119-22 190 STREET  QUEENS,12645,17,412,J&J DESIGNS INC,40.68821,-73.75972
QUEENS,4273303,6/7/2022,6/7/2021,Q00479295-I1-GC-CX,,Permit Issued,Q00479295-I1,Alteration CO,Yes,,Permit Entire,3343.0,2,2,264800.0,120-16 196 STREET  QUEENS,12679,14,412,YAFE MEOD CORP,40.68862,-73.75357
QUEENS,4275151,2/11/2022,12/29/2021,Q00481865-I1-GC,,Permit Issued,Q00481865-I1,Alteration CO,,Yes,Permit Entire,1846.0,1,2,129220.0,118-47 229 STREET  QUEENS,12766,104,413,MOKEN HOME IMPROVEMENT,40.68984,-73.73348
QUEENS,4275265,9/10/2022,9/10/2021,Q00538342-I1-GC,,Permit Issued,Q00538342-I1,Alteration CO,Yes,Yes,Permit Entire,2778.6,1,2,150000.0,118-20 234 STREET  QUEENS,12770,175,413,UMOJA USA LLC,40.68935,-73.72931
QUEENS,4276170,11/17/2022,1/20/2022,Q00568256-I1-GC,,Permit Issued,Q00568256-I1,Alteration CO,Yes,Yes,Permit Issued,2988.0,1,2,145000.0,120-17 227 STREET  QUEENS,12812,78,413,UMOJA USA LLC,40.68772,-73.7366
QUEENS,4276939,2/12/2022,10/15/2021,Q00568225-I1-GC,,Permit Issued,Q00568225-I1,Alteration CO,Yes,Yes,Permit Entire,2844.31,1,2,156420.0,240-35 128 ROAD  QUEENS,12867,1,413,KISHAN PLUMBING & HEATING,40.68116,-73.72604
QUEENS,4279976,3/28/2022,11/4/2021,Q00589737-I1-GC-CX,,Permit Issued,Q00589737-I1,Alteration CO,Yes,,Permit Entire,2775.0,2,2,295790.0,217-14 134 ROAD  QUEENS,13013,70,413,RASHBI DEVELOPMENT INC,40.67876,-73.75239
QUEENS,4280470,7/22/2022,12/2/2021,Q00617827-I1-GC-CX,,Permit Issued,Q00617827-I1,Alteration CO,,Yes,Permit Entire,3291.0,2,2,241340.0,217-30 138 ROAD  QUEENS,13036,24,413,YAFE MEOD CORP,40.6737,-73.75506
QUEENS,4280747,6/23/2022,7/30/2021,Q00517874-S2-FN,,Permit Issued,Q00517874-S2,Alteration CO,,Yes,Permit Entire,3545.64,2,2,4500.0,182-29 143 AVENUE  QUEENS,13052,73,412,NEW FAMILY HOMES & BUILDI,40.6691,-73.76089
QUEENS,4280771,7/22/2022,9/30/2021,Q00502453-I1-GC-CX,,Permit Issued,Q00502453-I1,Alteration CO,Yes,Yes,Permit Entire,4135.0,2,2,290680.0,141-11 183 STREET  QUEENS,13053,36,412,YAFE MEOD CORP,40.6705,-73.76045
QUEENS,4281096,5/5/2022,8/27/2021,Q00546285-I1-GC,,Permit Issued,Q00546285-I1,Alteration CO,Yes,Yes,Permit Issued,2985.43,2,2,252790.0,143-26 183 STREET  QUEENS,13078,43,412,MORELL BUILDERS INC,40.66815,-73.76112
QUEENS,4281410,10/1/2022,10/12/2021,Q00559609-S3-PL,,Permit Issued,Q00559609-S3,Alteration CO,Yes,Yes,Permit Entire,4344.0,2,2,36000.0,223-03 134 ROAD  QUEENS,13103,8,413,INFINITI ESC PLUMBING COR,40.67727,-73.74656
QUEENS,4281518,6/9/2022,6/9/2021,Q00501943-I1-GC-CX,,Permit Issued,Q00501943-I1,Alteration CO,Yes,,Permit Entire,3984.0,2,2,305000.0,134-37 227 STREET  QUEENS,13108,11,413,YAFE MEOD CORP,40.67578,-73.74351
QUEENS,4282119,9/17/2022,12/3/2021,Q00594149-I1-GC-CX,,Permit Issued,Q00594149-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,,Permit Entire,5577.11,2,2,276370.0,220-01 138 ROAD  QUEENS,13134,140,413,J&J DESIGNS INC,40.6734,-73.75235
QUEENS,4285324,3/19/2022,1/14/2022,Q00575856-I1-GC,,Permit Issued,Q00575856-I1,Alteration CO,Yes,Yes,Permit Entire,3261.0,2,2,326100.0,146-16 175 STREET  QUEENS,13300,263,413,HUNT B CONSTRUCTION INC,40.66235,-73.77177
QUEENS,4285385,3/29/2022,8/17/2021,Q00492438-I1-GC-CX,,Permit Issued,Q00492438-I1,Alteration CO,Yes,Yes,Permit Entire,3523.1,2,2,404490.0,176-04 145 DRIVE  QUEENS,13304,25,413,NCR CONSTRUCTION INC,40.66356,-73.77107
QUEENS,4285568,3/15/2022,10/13/2021,Q00602220-S2-FN,,Permit Issued,Q00602220-S2,Alteration CO,Yes,Yes,Permit Entire,4944.0,2,2,4000.0,181-17 145 AVENUE  QUEENS,13322,37,413,PANTANO LANDSCAPING & CON,40.66549,-73.76314
QUEENS,4286023,12/2/2022,1/16/2022,Q00622746-I1-GC-CX,,Permit Issued,Q00622746-I1,Alteration CO,Yes,Yes,Permit Entire,3259.0,2,2,267840.0,146-27 182 STREET  QUEENS,13356,18,413,GBI CONTRACTING  LLC,40.66175,-73.76423
QUEENS,4286218,5/15/2022,9/29/2021,Q00522839-I1-GC-CX,,Permit Issued,Q00522839-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,3973.0,2,2,297340.0,223-20 147 AVENUE  QUEENS,13436,55,413,DHANRAJ ENTERPRISES INC,40.65893,-73.75781
QUEENS,4286488,7/22/2022,9/27/2021,Q00578659-I1-GC-CX,,Permit Issued,Q00578659-I1,Alteration CO,Yes,,Permit Entire,3612.0,2,2,251380.0,146-40 230 PLACE  QUEENS,13464,64,413,YAFE MEOD CORP,40.6583,-73.75108
QUEENS,4286491,6/23/2022,8/27/2021,Q00548981-I1-GC-CX,,Permit Issued,Q00548981-I1,Alteration CO,Yes,Yes,Permit Entire,3558.0,2,2,315200.0,230-35 147 AVENUE  QUEENS,13465,6,413,NEW FAMILY HOMES & BUILDI,40.65802,-73.75042
QUEENS,4287232,5/6/2022,10/8/2021,Q00522690-I1-GC,,Permit Issued,Q00522690-I1,Alteration CO,Yes,Yes,Permit Entire,3920.0,2,2,56600.0,144-04 228 STREET  QUEENS,13497,43,413,HAYDEN BROWN CONS CORP,40.66365,-73.75077
QUEENS,4287544,4/1/2022,10/29/2021,Q00490201-S1-ST,,Permit Issued,Q00490201-S1,New Building,,,Permit Issued,3842.85,2,2,1000.0,143-84 232 STREET  QUEENS,13512,29,413,AB PLUS R CONSTRUCTION IN,40.66266,-73.74585
QUEENS,4288296,5/6/2022,9/27/2021,Q00504675-S2-FN,,Permit Issued,Q00504675-S2,Alteration CO,Yes,No,Permit Entire,3083.0,2,2,3000.0,241-21 MEMPHIS AVENUE  QUEENS,13563,17,413,HAYDEN BROWN CONS CORP,40.66458,-73.73719
QUEENS,4288517,5/6/2022,11/5/2021,Q00526742-I1-GC-CX,,Permit Issued,Q00526742-I1,Alteration CO,Yes,Yes,Permit Entire,2330.0,2,2,271410.0,243-21 WELLER AVENUE  QUEENS,13572,75,413,HAYDEN BROWN CONS CORP,40.66143,-73.73753
QUEENS,4288657,3/29/2022,10/1/2021,Q00498442-I1-GC-CX,,Permit Issued,Q00498442-I1,Alteration CO,Yes,Yes,Permit Entire,3564.54,2,2,302220.0,143-53 249 STREET  QUEENS,13580,9,413,NCR CONSTRUCTION INC,40.65978,-73.73657
QUEENS,4289020,5/15/2022,11/23/2021,Q00553430-S2-PL,,Permit Issued,Q00553430-S2,ALT-CO - New Building with Existing Elements to Remain,Yes,No,Permit Entire,4494.0,2,2,40000.0,141-17 250 STREET  QUEENS,13594,24,413,LEEMA PLBNG & HEATING INC,40.66161,-73.73293
QUEENS,4289414,3/29/2022,10/21/2021,Q00581660-I1-GC-CX,,Permit Issued,Q00581660-I1,Alteration CO,Yes,Yes,Permit Entire,3594.0,2,2,327520.0,138-23 249 STREET  QUEENS,13619,14,413,NCR CONSTRUCTION INC,40.66374,-73.73045
QUEENS,4289506,11/10/2022,11/10/2021,Q00485002-I1-GC-CX,,Permit Issued,Q00485002-I1,Alteration CO,Yes,Yes,Permit Entire,3557.0,2,2,317900.0,137-08 250 STREET  QUEENS,13624,35,413,NEB CONSTRUCTION CO LLC,40.6642,-73.72802
QUEENS,4292778,2/17/2022,10/25/2021,Q00525294-I1-GC,,Permit Issued,Q00525294-I1,Alteration CO,,Yes,Permit Issued,2943.0,1,2,203000.0,158-36 81 STREET  QUEENS,13979,23,410,TWO BRIDGES HOME IMPROVEM,40.65813,-73.85159
QUEENS,4297040,6/23/2022,12/10/2021,Q00478159-I1-GC-CX,,Permit Issued,Q00478159-I1,Alteration CO,,Yes,Permit Entire,2040.0,1,3,187800.0,26 WEST   13 ROAD  QUEENS,15318,20,414,NEW FAMILY HOMES & BUILDI,40.60366,-73.82131
QUEENS,4298566,7/23/2022,1/4/2022,Q00605726-I1-GC-CX,,Permit Issued,Q00605726-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,6514.0,1,2,651080.0,558 OAK DRIVE  QUEENS,15578,59,414,CIMA CONTRACTOR INC,40.60225,-73.74071
QUEENS,4298679,2/24/2022,11/24/2021,Q00548135-I1-GC-CX,,Permit Issued,Q00548135-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,5552.0,1,2,733296.0,539 OAK DRIVE  QUEENS,15586,18,414,SNBD ENTERPRISES LLC,40.60232,-73.73977
QUEENS,4300562,7/13/2022,12/20/2021,Q00478133-I1-GC,,Permit Issued,Q00478133-I1,New Building,,,Permit Entire,13618.69,0,2,1250000.0,11-17 BAY PARK PLACE  QUEENS,15725,26,414,LG CONSTRUCTION MANAGEMEN,40.60454,-73.76695
QUEENS,4301820,5/5/2022,11/16/2021,Q00500633-I1-GC-CX,,Permit Issued,Q00500633-I1,Alteration CO,Yes,Yes,Permit Entire,2548.0,2,3,245455.0,337 BEACH   43 STREET  QUEENS,15834,51,414,MORELL BUILDERS INC,40.59486,-73.77498
QUEENS,4303142,3/7/2022,12/7/2021,Q00605994-I1-GC,,Permit Issued,Q00605994-I1,Alteration CO,,Yes,Permit Entire,3678.04,2,3,194240.0,69-22 GOUVERNEUR AVENUE  QUEENS,16052,45,414,MERIT CONSTRUCTORS  INC,40.59359,-73.79941
QUEENS,4304095,10/5/2022,12/22/2021,Q00540562-S2-FN,,Permit Issued,Q00540562-S2,Alteration CO,,Yes,Permit Entire,2127.56,2,2,1000.0,414 BEACH  118 STREET  QUEENS,16199,23,414,ROCKFISH CUSTOM BUILDERS,40.58138,-73.83991
QUEENS,4305522,3/13/2022,10/8/2021,Q00510170-I1-GC-CX,,Permit Issued,Q00510170-I1,New Building,,,Permit Entire,3580.0,1,3,716000.0,405 BEACH  130 STREET  QUEENS,16253,37,414,SAND-BAR CONTRACTORS INC,40.57762,-73.85025
QUEENS,4305706,2/17/2022,7/23/2021,Q00494147-I1-GC,,Permit Issued,Q00494147-I1,Alteration CO,,Yes,Permit Entire,2216.0,1,2,75000.0,436 BEACH  138 STREET  QUEENS,16260,61,414,TWO BRIDGES HOME IMPROVEM,40.5764,-73.85682
QUEENS,4306042,4/13/2022,1/6/2022,Q00540204-S1-FN,,Permit Issued,Q00540204-S1,Alteration CO,,Yes,Permit Entire,3507.72,1,2,3000.0,281 BEACH  138 STREET  QUEENS,16272,6,414,JULIO ESCALANTE,40.57508,-73.85665
QUEENS,4306535,9/15/2022,9/15/2021,Q00505427-S1-PL,,Permit Issued,Q00505427-S1,Alteration CO,,Yes,Permit Entire,2970.0,1,2,30000.0,438 BEACH  143 STREET  QUEENS,16293,60,414,INFINITI ESC PLUMBING COR,40.57502,-73.86094
QUEENS,4430172,6/30/2022,12/1/2021,Q00507859-S3-MS,,Permit Issued,Q00507859-S3,New Building,,,Permit Entire,16146.0,0,2,3000.0,43-40 NORTHERN BOULEVARD  QUEENS,143,500,401,GILBANE BUILDING COMPANY,40.75276,-73.9185
QUEENS,4437126,9/11/2022,11/3/2021,Q00482531-I1-GC-CX,,Permit Issued,Q00482531-I1,Alteration CO,Yes,,Permit Entire,3159.0,0,1,125720.0,88-20 NORTHERN BOULEVARD  QUEENS,1436,8,403,STELLAR INDUSTRIES INC,40.75594,-73.87901
QUEENS,4440925,3/20/2022,11/5/2021,Q00591994-I1-GC,,Permit Issued,Q00591994-I1,Alteration CO,Yes,,Permit Entire,4414.43,0,1,113987.5,175-52 HILLSIDE AVENUE  QUEENS,9834,33,412,RFP CONSTRUCTION INC,40.71194,-73.7856
QUEENS,4441943,3/14/2022,12/17/2021,Q00507859-S4-PL,,Permit Issued,Q00507859-S4,New Building,,,Permit Entire,16146.0,0,2,3000.0,43-40 NORTHERN BOULEVARD  QUEENS,143,500,401,AWS MECHANICAL II LLC,40.75276,-73.9185
QUEENS,4454120,1/3/2023,1/12/2022,Q00499931-S4-GC-CX,,Permit Issued,Q00499931-S4,New Building,,,Permit Entire,19291.0,10,4,4000.0,150-15 BARCLAY AVENUE  QUEENS,5058,5,407,DYNASTY CONTRACTING LLC,40.76215,-73.81301
QUEENS,4457139,7/28/2022,10/18/2021,Q00499389-I1-GC-CX,,Permit Issued,Q00499389-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,3300.0,1,2,455720.0,259-01 87 AVENUE  QUEENS,8818,6,413,J S SAINI CONSTRUCTION CO,40.7318,-73.70702
QUEENS,4457625,3/28/2022,8/11/2021,Q00537721-I1-GC-CX,,Permit Issued,Q00537721-I1,Alteration CO,Yes,Yes,Permit Entire,3827.0,2,2,335040.0,105-18 188 STREET  QUEENS,10374,21,412,RASHBI DEVELOPMENT INC,40.7044,-73.76893
QUEENS,4461147,3/16/2022,11/30/2021,Q00602630-I1-GC-CX,,Permit Issued,Q00602630-I1,Alteration CO,,Yes,Permit Entire,1935.57,2,3,65304.9,260-33 73 AVENUE  QUEENS,8447,1,413,CUSTOMBUILT HOMES INC,40.75217,-73.71702
QUEENS,4466521,2/5/2022,9/21/2021,Q00484050-I1-GC-CX,,Permit Issued,Q00484050-I1,New Building,,,Permit Entire,1628.0,1,2,400000.0,19 ROOSEVELT WALK  QUEENS,16350,400,414,BARNEY REILLY CORPORATION,40.55688,-73.92073
QUEENS,4466526,10/5/2022,10/30/2021,Q00512001-S1-FO-EA,,Permit Issued,Q00512001-S1,New Building,,,Permit Entire,2087.0,1,2,80000.0,31 CLINTON WALK  QUEENS,16350,400,414,ROCKFISH CUSTOM BUILDERS,40.55688,-73.92073
QUEENS,4467015,8/20/2022,10/4/2021,Q00510216-I1-GC,,Permit Issued,Q00510216-I1,ALT-CO - New Building with Existing Elements to Remain,,Yes,Permit Entire,2224.0,1,2,266000.0,134 ARCADIA WALK  QUEENS,16350,400,414,EMERSON BROTHERS LLC,40.55688,-73.92073
QUEENS,4467237,2/5/2022,10/18/2021,Q00533993-I1-GC,,Permit Issued,Q00533993-I1,New Building,,,Permit Entire,2860.0,1,2,400000.0,62 UTICA WALK  QUEENS,16350,400,414,BARNEY REILLY CORPORATION,40.55688,-73.92073
QUEENS,4486563,8/14/2022,1/18/2022,Q00580153-I1-GC-CX,,Permit Issued,Q00580153-I1,New Building,,,Permit Entire,300.0,0,1,30000.0,47-42 GAR 198 STREET  QUEENS,5617,57,411,HORIZONS ADVENTURE CONST*,40.75181,-73.78214
QUEENS,4489310,5/11/2022,10/18/2021,Q00564850-I1-GC-CX,,Permit Issued,Q00564850-I1,New Building,,,Permit Entire,300.0,0,1,15000.0,158-31 GAR 77 ROAD  QUEENS,6827,14,408,DAJ EMR LLC,40.72339,-73.80887
QUEENS,4490862,7/31/2022,9/9/2021,Q00560550-I1-GC-CX,,Permit Issued,Q00560550-I1,New Building,,,Permit Entire,300.0,0,1,45000.0,45-45 GAR 211 STREET  QUEENS,7314,1,411,DHC CONTRACTING INC,40.75856,-73.77092
QUEENS,4491575,5/2/2022,8/12/2021,Q00542916-I1-GC-CX,,Permit Issued,Q00542916-I1,New Building,,,Permit Entire,300.0,2,1,15000.0,64-42 GAR 232 STREET  QUEENS,7666,26,411,TT&T CONSTRUCTION INC,40.74874,-73.74569
QUEENS,4492342,3/2/2022,10/26/2021,Q00565631-I1-GC-CX,,Permit Issued,Q00565631-I1,Alteration CO,Yes,,Permit Entire,399.0,1,1,17540.0,252-35 GAR LEEDS ROAD  QUEENS,8251,69,411,SPLEN CONSTRUCTION INC,40.76552,-73.72945
QUEENS,4496629,2/12/2022,11/12/2021,Q00545696-I1-GC,,Permit Issued,Q00545696-I1,Alteration CO,Yes,,Permit Entire,526.0,0,1,0.0,91-43GAR 114 STREET  QUEENS,9324,50,409,SURAJ CONSTRUCTION  INC,40.69408,-73.83246
QUEENS,4501775,3/16/2022,10/6/2021,Q00486958-I1-GC-CX,,Permit Issued,Q00486958-I1,New Building,,,Permit Entire,456.0,0,1,30000.0,94-39 GAR HOLLIS COURT BOULEVARD  QUEENS,10546,7,413,SINGH LANDSCAPING & LAWN,40.71589,-73.74815
QUEENS,4508673,3/24/2022,12/22/2021,Q00582944-I1-GC-CX,,Permit Issued,Q00582944-I1,New Building,,,Permit Entire,300.0,0,1,30000.0,125-09 GAR 133 AVENUE  QUEENS,11763,6,410,SATGUR CONSTRUCTION  INC,40.67137,-73.81347
QUEENS,4607236,3/16/2022,9/2/2021,Q00481998-I1-GC-CX,,Permit Issued,Q00481998-I1,New Building,,,Permit Entire,3472.0,1,2,520000.0,192-04 90 AVENUE  QUEENS,10448,1,412,CUSTOMBUILT HOMES INC,40.71351,-73.76818
QUEENS,4617833,9/6/2022,9/9/2021,Q00482499-I1-GC-CX,,Permit Issued,Q00482499-I1,New Building,,,Permit Entire,2280.0,2,2,250000.0,62-32 HILLMEYER ROAD  QUEENS,16005,102,414,CHAIT BUILDERS INC,40.598,-73.79162
QUEENS,4619099,5/7/2022,10/4/2021,Q00501562-S5-SE,,Permit Issued,Q00501562-S5,New Building,,,Permit Entire,49860.0,40,8,1000.0,132-77 METROPOLITAN AVENUE  QUEENS,9285,90,409,JLS GROUP CONSTRUCTION LL,40.70291,-73.81766
QUEENS,4619380,1/21/2022,9/27/2021,Q00573802-I1-GC,,Permit Issued,Q00573802-I1,New Building,,,Permit Entire,300.0,2,1,30000.0,14-08 119 STREET  QUEENS,4053,17,407,L&L CONSTRUCTION DEVELOP,40.78559,-73.8489
QUEENS,4619605,7/22/2022,9/9/2021,Q00503121-S3-FN,,Permit Issued,Q00503121-S3,New Building,,,Permit Entire,2500.0,2,3,3000.0,338 BEACH   47 STREET  QUEENS,15838,13,414,YAFE MEOD CORP,40.59458,-73.77786
QUEENS,4619721,6/15/2022,12/10/2021,Q00539261-I1-GC,,Permit Issued,Q00539261-I1,New Building,,,Permit Issued,3432.0,3,3,100.0,32-24 105 STREET  QUEENS,1699,18,403,FTIC HOME IMPROVEMENT INC,40.75895,-73.8642
QUEENS,4619722,6/15/2022,12/10/2021,Q00538836-I1-GC,,Permit Issued,Q00538836-I1,New Building,,,Permit Issued,3432.0,3,3,100.0,32-28 105 STREET  QUEENS,1699,20,403,FTIC HOME IMPROVEMENT INC,40.75884,-73.86418
QUEENS,4620382,3/3/2022,10/15/2021,Q00500579-S3-FN,,Permit Issued,Q00500579-S3,Alteration CO,,Yes,Permit Entire,1227.0,1,2,1000.0,20 BEDFORD AVENUE  QUEENS,16350,300,414,SIMPLY STRONG CONSTRUCT,40.56166,-73.91818
QUEENS,4623456,10/5/2022,10/8/2021,Q00524082-I1-GC-CX,,Permit Issued,Q00524082-I1,New Building,,,Permit Entire,3172.0,1,2,500000.0,118 BEACH  217 STREET  QUEENS,16350,400,414,ROCKFISH CUSTOM BUILDERS,40.55688,-73.92073
QUEENS,4623459,8/20/2022,9/28/2021,Q00517918-I1-GC-CX,,Permit Issued,Q00517918-I1,New Building,,,Permit Entire,1854.0,1,3,400000.0,75 REID AVENUE  QUEENS,16350,300,414,EMERSON BROTHERS LLC,40.56166,-73.91818
QUEENS,4623537,2/5/2022,10/18/2021,Q00487970-I1-GC,,Permit Issued,Q00487970-I1,New Building,,,Permit Entire,300.0,0,1,25000.0,149-15 17 AVENUE  QUEENS,4665,11,407,MASTORAS BUILDERS LLC,40.7843,-73.81587
QUEENS,4623542,4/1/2022,11/2/2021,Q00488096-S1-ST,,Permit Issued,Q00488096-S1,New Building,,,Permit Issued,3885.39,2,2,1000.0,143-86 232 STREET  QUEENS,13512,31,413,AB PLUS R CONSTRUCTION IN,40.66242,-73.74579
QUEENS,4623544,5/20/2022,9/23/2021,Q00548557-S1-ST,,Permit Issued,Q00548557-S1,New Building,,,Permit Entire,3224.0,2,3,9800.0,99-78 163 DRIVE  QUEENS,14248,1385,410,BHA CONSULTANTS LLC,40.65237,-73.8294
QUEENS,4623551,7/31/2022,9/7/2021,Q00560628-I1-GC-CX,,Permit Issued,Q00560628-I1,New Building,,,Permit Entire,300.0,0,1,45000.0,45-43 GAR 211 STREET  QUEENS,7314,2,411,DHC CONTRACTING INC,40.75851,-73.77126
QUEENS,4623553,7/31/2022,9/7/2021,Q00560656-I1-GC-CX,,Permit Issued,Q00560656-I1,New Building,,,Permit Entire,300.0,0,1,45000.0,211-09 GAR 45 DRIVE  QUEENS,7314,55,411,DHC CONTRACTING INC,40.75841,-73.77078
QUEENS,4623556,3/20/2022,1/20/2022,Q00500746-S1-PL,,Permit Issued,Q00500746-S1,New Building,,,Permit Entire,4212.0,3,3,100.0,25-57 44 STREET  QUEENS,715,22,401,ARISTA PLBG & HTG CORP,40.76496,-73.90938
QUEENS,4623557,3/20/2022,1/13/2022,Q00493486-I1-GC,,Permit Issued,Q00493486-I1,New Building,,,Permit Entire,3342.63,2,4,300000.0,120-40 144 STREET  QUEENS,12040,73,412,EASTERN BH MECHANICAL INC,40.67547,-73.79542
QUEENS,4623572,3/4/2022,1/14/2022,Q00477882-S3-FN,,Permit Issued,Q00477882-S3,New Building,,,Permit Entire,3607.0,2,2,4000.0,149-45 HAWTREE STREET  QUEENS,11562,179,410,MSNP MANAGEMENT INC,40.67009,-73.83532
QUEENS,4623573,3/4/2022,1/14/2022,Q00478271-S3-FN,,Permit Issued,Q00478271-S3,New Building,,,Permit Entire,3658.0,2,3,4000.0,149-49 HAWTREE STREET  QUEENS,11562,175,410,MSNP MANAGEMENT INC,40.66994,-73.83525
QUEENS,4623574,3/4/2022,1/13/2022,Q00478347-S3-FN,,Permit Issued,Q00478347-S3,New Building,,,Permit Entire,3607.0,2,2,4000.0,149-53 HAWTREE STREET  QUEENS,11562,170,410,MSNP MANAGEMENT INC,40.66979,-73.83517
QUEENS,4623575,3/4/2022,1/14/2022,Q00478396-S3-FN,,Permit Issued,Q00478396-S3,New Building,,,Permit Entire,3658.0,2,3,4000.0,149-57 HAWTREE STREET  QUEENS,11562,168,410,MSNP MANAGEMENT INC,40.66966,-73.83511
QUEENS,4623576,3/4/2022,1/13/2022,Q00549450-S1-FN,,Permit Issued,Q00549450-S1,New Building,,,Permit Entire,3685.0,2,2,4000.0,149-61 HAWTREE STREET  QUEENS,11562,165,410,MSNP MANAGEMENT INC,40.66949,-73.83506
QUEENS,4623607,9/1/2022,9/1/2021,Q00489196-I1-GC-CX,,Permit Issued,Q00489196-I1,New Building,,,Permit Entire,2269.88,2,2,500000.0,331 BEACH   46 STREET  QUEENS,15838,51,414,LL CUSTOM HOMES LLC,40.59449,-73.77752
QUEENS,4623608,5/2/2022,11/17/2021,Q00489969-I1-GC-CX,,Permit Issued,Q00489969-I1,New Building,,,Permit Entire,2466.0,3,3,1.0,26-17 14 STREET  QUEENS,901,25,401,TT&T CONSTRUCTION INC,40.77411,-73.92832
QUEENS,4623617,5/2/2022,11/17/2021,Q00489967-I1-GC-CX,,Permit Issued,Q00489967-I1,New Building,,,Permit Entire,2390.0,2,3,1.0,26-15 14 STREET  QUEENS,901,125,401,TT&T CONSTRUCTION INC,40.77406,-73.92813
QUEENS,4623618,5/2/2022,11/22/2021,Q00489964-I1-GC-CX,,Permit Issued,Q00489964-I1,New Building,,,Permit Entire,2456.0,3,3,1.0,26-11 14 STREET  QUEENS,901,27,401,TT&T CONSTRUCTION INC,40.77436,-73.92847
QUEENS,4623619,5/2/2022,11/17/2021,Q00489966-I1-GC-CX,,Permit Issued,Q00489966-I1,New Building,,,Permit Entire,2390.0,2,2,1.0,26-13 14 STREET  QUEENS,901,26,401,TT&T CONSTRUCTION INC,40.77434,-73.92848
QUEENS,4623625,11/8/2022,11/8/2021,Q00490608-I1-GC,,Permit Issued,Q00490608-I1,New Building,,,Permit Entire,2000.0,2,2,275000.0,102-11 164 AVENUE  QUEENS,14248,1425,410,NYCMC CORP,40.65223,-73.82885
QUEENS,4623631,3/31/2022,1/14/2022,Q00495806-S4-FO-EA,,Permit Issued,Q00495806-S4,New Building,,,Permit Entire,1934.0,0,1,1000.0,72-10 BEACH CHANNEL DRIVE  QUEENS,16077,28,414,GEMSTAR CONSTRUCTION CORP,40.5913,-73.801
QUEENS,4623638,4/1/2022,11/26/2021,Q00496135-Z4-FO,,Permit Issued,Q00496135-Z4,New Building,,,Permit Entire,6462.0,0,1,1000.0,190 BEACH   44 STREET  QUEENS,15876,1,414,CONGRESS BUILDERS LLC,40.59221,-73.77479
QUEENS,4623686,3/4/2022,1/13/2022,Q00506458-I1-GC-CX,,Permit Issued,Q00506458-I1,New Building,,,Permit Entire,4646.0,2,2,580750.0,150-18 HAWTREE STREET  QUEENS,11561,22,410,MSNP MANAGEMENT INC,40.66861,-73.83468
QUEENS,4623687,3/4/2022,1/13/2022,Q00509157-I1-GC,,Permit Issued,Q00509157-I1,New Building,,,Permit Entire,5470.0,2,2,437568.0,149-56 HAWTREE STREET  QUEENS,11559,60,410,MSNP MANAGEMENT INC,40.66961,-73.83557
